price,sqft_living,sqft_lot,sqft_above,yr_built,lat
822000,2683,40386,2683,1987,47.6982
300000,1490,7200,1490,1954,47.7276
487600,2340,12080,2340,1999,47.7325
500000,1700,8640,850,1955,47.5774
680000,1450,989,1450,2014,47.6354
419000,3310,21096,3310,2004,47.3049
450000,1520,5250,1520,1949,47.6581
650000,1260,4500,1260,1926,47.6452
550000,1840,8086,1840,1964,47.67
330000,1750,5202,1070,1942,47.5677
282510,1450,32234,1450,1932,47.3818
2.39E+06,6330,13296,4900,2000,47.6488
230000,1260,10200,1020,1983,47.2593
750000,2100,6613,2100,1909,47.567
321000,2430,5366,2430,2002,47.3352
2.20E+06,4250,18000,3350,1980,47.5612
245000,1830,10416,1370,1958,47.4878
510000,1310,4000,1310,1913,47.6854
751000,3090,9571,2370,2004,47.7058
675000,2560,36601,2560,1987,47.5851
295000,1930,13350,1930,1967,47.3317
312000,1460,6000,1260,1925,47.7009
730000,3460,13129,2560,1988,47.7315
762500,3290,5880,2670,2005,47.7067
150000,820,7680,820,1910,47.528
270000,1480,7374,760,1954,47.7775
400000,1420,9301,1420,1963,47.6325
650000,2790,6720,2790,2002,47.5958
530000,1390,5000,970,1954,47.5673
248000,950,9400,950,1954,47.5746
760000,3000,5300,1780,1949,47.6748
199000,1280,10521,1280,1960,47.4215
240000,870,8400,870,1960,47.4493
415000,1360,1795,1360,1945,47.6471
228000,1000,16376,1000,1959,47.4825
525000,2740,12106,1980,1992,47.7648
399950,1560,5223,810,1940,47.7175
781000,2590,8571,2590,1988,47.691
827000,1850,1330,1560,2004,47.6831
525000,2500,8621,2500,1968,47.7379
671300,3280,5232,3280,2004,47.6798
175000,670,2378,670,1919,47.5769
1.10E+06,2890,22547,2150,1963,47.5476
800000,3000,10560,1500,1966,47.6249
329950,1920,4600,1920,2002,47.3795
445000,1960,7200,1960,1979,47.7291
237000,2000,12208,1140,1979,47.3752
1.11E+06,3600,6224,2610,1945,47.6531
438900,2740,5700,2740,2006,47.3535
1.28E+06,3650,5000,2530,1915,47.6604
600000,2310,3866,2310,2005,47.5498
670000,2095,4569,2095,2002,47.6603
519000,1560,4823,1560,2004,47.7111
320000,1880,7350,1390,1984,47.4457
270000,840,867,840,2005,47.6955
1.00E+06,2730,5832,2730,1998,47.6216
330000,860,4800,860,1907,47.6146
657500,2320,10960,1510,1956,47.6157
450000,1540,61419,1540,1967,47.7663
150000,890,6488,890,1928,47.7087
792500,4290,175421,4290,2004,47.3585
540000,1950,13227,1950,1978,47.7217
229900,1010,8848,1010,1968,47.2742
533000,2830,6536,2830,2003,47.3888
239000,1500,12560,1000,1977,47.2918
713900,3370,167706,3370,2000,47.4379
427500,3160,8726,3160,1999,47.2582
302000,1110,7000,1110,1955,47.754
1.15E+06,3830,48743,3830,1991,47.5663
555000,3160,4270,2650,2006,47.7453
495000,2100,3000,2100,1996,47.595
495000,2240,13288,2240,1953,47.6762
340000,1060,48292,560,1947,47.4285
464950,2350,36116,2350,1983,47.3533
320000,1940,7040,1940,1998,47.2632
440000,1160,64469,1160,2009,47.7433
686000,1840,9990,1840,1961,47.7145
555000,2260,11000,1620,1976,47.6224
361500,840,3860,840,1909,47.6842
1.24E+06,2830,7500,2460,1923,47.6579
154950,1600,10183,1600,1966,47.277
247200,1370,8719,1370,1982,47.3664
250000,1960,7414,1490,1984,47.2977
590300,1470,7200,1470,1907,47.5602
541125,2740,8426,1370,1960,47.5563
310000,1090,923,1090,2004,47.5347
704111,2460,9520,1680,1976,47.7021
277500,1820,19602,1820,1964,47.331
325000,1960,8937,980,1954,47.451
289200,1760,7023,1760,1995,47.7468
185000,720,5000,720,1908,47.5289
1.45E+06,3470,8580,2500,2007,47.6433
420550,1370,8100,1370,1947,47.749
603000,2370,11310,1550,1968,47.7684
345000,1390,2640,1230,1903,47.6078
650000,1840,3075,920,1928,47.6894
589950,2790,19439,1500,1973,47.4088
309950,1460,1607,1460,2007,47.5395
775000,2620,241200,2620,1998,47.4574
590000,2230,5109,1330,1918,47.6996
863500,3250,2760,2420,1905,47.6104
517500,1190,7000,1190,1943,47.6453
700000,2090,7440,1290,1922,47.6891
699000,2580,8154,2090,1956,47.7259
350000,2100,3574,1690,2005,47.7453
795000,3160,16564,3160,1987,47.6365
543000,2090,7640,1360,1962,47.7369
325000,1570,3143,1570,2001,47.7364
337500,1020,6000,1020,1900,47.5254
425000,1300,11080,1300,1955,47.7281
780000,2110,9773,2110,1986,47.5628
259000,1210,17389,1210,1948,47.5044
524400,1990,12950,1850,1968,47.5434
260000,1630,8018,1630,2003,47.2638
273000,1384,1822,1384,1990,47.7525
639900,3380,75794,3380,1997,47.3511
420000,2480,8626,2480,2001,47.3185
510500,1270,8000,1270,1957,47.5874
290000,1010,7200,1010,1947,47.742
226000,1490,6269,990,1944,47.4917
300000,820,3844,820,1916,47.7049
407450,1810,10860,1810,1967,47.6393
390000,3060,7920,1530,1965,47.4879
1.06E+06,2980,20000,2130,1965,47.7599
610000,3440,18167,3440,1991,47.2909
239975,1820,7242,1220,1959,47.4318
375000,2320,5760,1480,1987,47.504
742500,2620,4400,2620,2004,47.5524
450000,2190,11625,2020,1956,47.4979
300000,1780,10395,1780,1967,47.4539
216600,2200,7700,1240,1975,47.4119
525000,1600,6120,1600,1924,47.6847
455000,2450,21000,1650,1954,47.4559
390000,2680,35218,2680,1986,47.4613
450000,1850,8667,880,1982,47.7025
382000,1740,4400,1740,1924,47.6058
287000,1490,9600,1170,1987,47.7378
460000,1960,190357,1960,1971,47.5538
435000,1380,3015,1380,2009,47.6783
575000,1510,4032,1310,1935,47.6371
626700,1410,3600,1410,1906,47.6402
352000,1440,8680,1440,1922,47.502
650000,920,6750,920,1951,47.6322
197000,1090,17630,1090,1962,47.288
340000,2790,6695,1470,1977,47.7565
560000,1840,14985,1840,1968,47.6916
354000,1340,6300,1340,1972,47.7186
670000,2570,9086,2570,1999,47.6373
769000,3010,6202,3010,2005,47.5533
650000,2160,3139,1080,1940,47.6662
650000,2140,9484,1290,1953,47.6234
289950,2090,7416,1050,1970,47.4107
300000,1810,21138,1240,1977,47.4674
471000,1760,5750,1070,1962,47.5521
639000,2500,8540,2500,1990,47.5759
287000,930,6900,930,1952,47.506
740000,3030,8335,3030,1992,47.578
499922,1460,3000,940,1990,47.682
675000,2940,14071,2940,1986,47.5627
738515,3360,9200,3360,2014,47.7754
445000,2110,4800,1210,1956,47.567
1.04E+06,2740,11343,1980,1953,47.7117
346000,1070,2196,880,1917,47.5726
450000,1680,4886,1180,1940,47.5536
350000,2260,13755,2260,1975,47.3767
2.40E+06,5860,7200,3690,1907,47.6287
594950,2380,35008,2380,1977,47.5834
1.70E+06,3320,5354,3320,2004,47.6542
219000,1050,9000,1050,1984,47.2887
450000,2070,3982,2070,2004,47.531
402000,1790,7311,1790,1992,47.5055
275000,840,4000,840,1942,47.5531
421500,990,4500,990,1948,47.6051
560000,4120,60392,3180,1994,47.6804
314000,1620,9600,1620,1966,47.4749
287000,1340,8190,1340,1942,47.4905
277000,1500,5750,1500,1925,47.4768
337500,1300,6731,1300,1950,47.5697
792000,3100,10245,3100,1999,47.6858
435000,3380,7074,2200,1999,47.7462
313100,2660,9030,1450,1977,47.4558
575000,1700,3333,1100,1924,47.6784
510000,1840,7800,1240,1972,47.7762
299950,890,5200,890,1941,47.5311
1.03E+06,2800,5800,1580,1953,47.6493
364000,2010,8625,1340,1957,47.7496
335000,1380,7470,1380,1965,47.7479
219950,1210,8000,1210,1954,47.4211
215000,1280,6994,1280,1991,47.3889
640000,4090,215186,3670,1979,47.2964
535000,1580,6300,1180,1925,47.6505
253000,1910,7826,1140,1973,47.3493
650000,1740,2500,1210,1994,47.622
672000,1130,4445,1130,1930,47.6845
606000,1970,8540,1130,1950,47.7213
292000,1780,9720,1280,1981,47.4762
289950,1670,7757,1670,1992,47.3802
257500,1360,9323,1360,1968,47.3168
380000,1840,6985,1290,1971,47.7586
360000,1255,1113,1255,2010,47.6958
269500,1840,7412,1240,1976,47.3933
449000,2960,6031,2960,2005,47.3596
375000,1430,7232,1430,1948,47.7197
2.20E+06,5990,10450,4050,2002,47.5554
810000,3480,59242,3480,1988,47.7391
994000,4260,7861,4260,2005,47.611
275000,1820,10500,1080,1979,47.4058
300000,1290,2482,1290,2008,47.6972
380000,2130,8428,2130,2013,47.4726
200000,1170,10051,1170,1957,47.4229
635000,1730,1349,1350,2009,47.6224
280000,880,5750,880,1939,47.5642
574000,2380,6832,2380,2002,47.5372
1.05E+06,1330,9729,1330,1952,47.6223
545000,1780,191228,1780,1988,47.4575
271950,1220,8400,1220,1962,47.5467
630000,2490,24969,1540,1959,47.336
400000,1180,10800,1180,1984,47.7273
334000,2310,6200,2310,1998,47.3321
332500,1440,4855,1440,1972,47.5717
525000,1620,1444,1080,2007,47.5892
408000,2620,8403,2620,1991,47.3675
846450,3710,7491,3710,2003,47.5596
411100,1040,10323,1040,1958,47.5882
409124,3320,11340,2480,1999,47.3904
335950,800,5192,800,1951,47.5119
480000,2040,9597,1240,1963,47.6544
280000,1960,30144,980,1957,47.4234
668000,2670,4410,2670,1999,47.5978
750000,2930,8641,2930,2010,47.7199
394475,830,4000,830,1955,47.6929
848000,2290,4320,1980,1928,47.664
675000,2510,3600,2510,1907,47.6195
175000,1280,7572,1280,1958,47.4491
560000,1810,6000,1350,1952,47.5233
538888,2080,13189,2080,1987,47.6288
359000,1680,9244,1680,1991,47.4612
300000,1660,5128,1660,2001,47.7362
273000,1650,5994,1650,1989,47.3603
670000,1420,1438,1280,2003,47.6265
530000,2240,8376,1740,1984,47.6323
625000,1230,3060,910,1927,47.667
248000,1260,6000,1260,1954,47.4187
533000,2060,4812,2060,1990,47.5793
549950,3090,10510,2190,1991,47.7176
485000,3220,7392,2010,1959,47.7719
353500,2020,4845,2020,2001,47.3848
435000,1910,12142,1910,1976,47.6276
241000,1150,10000,1000,1951,47.5075
885000,2730,3560,1550,1921,47.6737
799200,2890,2370,2290,1906,47.6227
760000,2280,12746,1490,1973,47.6362
270000,1040,5700,1040,1922,47.519
675000,2440,7475,2040,1969,47.6339
499000,1720,5940,1000,1977,47.6631
1.20E+06,3430,28718,3430,1984,47.6477
320000,2570,4865,2570,2005,47.3588
890000,4360,210254,2320,2000,47.4375
275000,2060,7350,1210,1978,47.3424
490000,3020,8302,3020,1994,47.363
550000,2340,4200,1540,1906,47.6033
390000,2400,9537,1210,1959,47.5112
277000,1610,11920,1110,1968,47.3683
236000,1090,7647,1090,1994,47.2613
265953,1470,13068,1470,1975,47.3096
545000,1670,6240,1240,1974,47.6413
535000,1850,10109,1850,1991,47.7163
1.45E+06,3940,9671,2140,1967,47.5654
490000,2330,3497,1920,2003,47.554
319950,2020,7200,2020,1954,47.5223
625000,1300,7200,1300,1960,47.6821
248000,1180,6947,1180,1968,47.4233
475000,1320,7840,1320,1966,47.6024
410000,2520,9324,1320,1962,47.7636
670000,1680,2000,1680,1909,47.6604
430000,2000,35438,2000,1968,47.4733
313000,1180,4900,1180,1954,47.5321
950000,3330,15093,3330,1988,47.5395
751750,1880,5400,1880,1902,47.6238
760000,2990,5280,2210,2003,47.5353
310650,1510,12408,1510,1969,47.5069
367500,3110,7231,3110,1997,47.3279
580000,2150,5000,2150,2001,47.6962
580000,1900,3960,1200,1905,47.6122
665000,2720,10000,2720,1987,47.6293
239950,1560,8280,1560,1979,47.3393
470000,1990,30083,1990,1998,47.7678
733000,1740,3060,950,1930,47.6816
250000,2130,8400,1350,1962,47.4133
402000,1510,9176,1510,1957,47.7651
295000,2100,5107,1410,1999,47.5108
355000,2344,8000,1560,1976,47.3185
289000,1970,22486,1970,1968,47.4511
376000,1470,9140,1470,1982,47.7162
212700,940,5040,940,1926,47.5375
325000,1780,13095,1780,1983,47.367
415000,2230,5743,2230,2002,47.7245
935000,3570,15151,2400,1981,47.7475
372000,1920,15260,1920,1990,47.7317
240000,1290,8366,1020,1957,47.4853
334950,1880,16262,1880,1980,47.5089
426500,2960,4640,2960,2005,47.3597
430000,1840,14874,1300,1952,47.4382
400000,1890,6183,1090,1967,47.5396
455850,1820,6000,1120,1964,47.5684
1.97E+06,4370,8510,3610,2003,47.5876
400000,1530,10731,1530,1986,47.7655
397500,1030,10480,1030,1954,47.5742
755000,2000,1950,2000,2005,47.6476
287000,1730,9230,1010,1962,47.4646
480000,3620,16000,3620,1976,47.3711
490000,2040,9622,2040,1995,47.4833
365000,2640,6715,1680,1991,47.441
260000,1600,2244,1600,2005,47.4899
505000,1480,12675,1480,1929,47.763
260000,700,4800,700,1922,47.6147
430000,700,4800,700,1922,47.6147
905000,3520,12193,3520,1993,47.5535
440000,1650,6408,1650,1977,47.6638
439500,1360,5500,1360,1950,47.6878
270000,1350,6696,680,1944,47.4919
306500,1970,6291,1970,1998,47.3627
380000,1470,1656,1310,2003,47.5653
215000,1610,9652,1610,1969,47.3281
299900,810,6150,810,1950,47.7289
1.45E+06,2820,7809,2820,1995,47.622
239950,1900,33888,1900,1942,47.2738
494000,1830,7345,1540,1973,47.7741
317500,1730,7700,1010,1963,47.4996
670000,2110,7291,2110,1977,47.6888
650000,3060,7831,3060,2004,47.5401
852000,2620,7328,2620,1983,47.5514
250000,1088,1360,1088,1983,47.7094
264950,1400,10853,1400,1964,47.4433
582500,1540,6804,1020,1942,47.7044
384000,1540,1564,1300,1998,47.586
817000,2310,3360,1790,1926,47.6431
320000,1730,9520,1730,1971,47.4756
445800,2070,39446,1470,1977,47.7765
263300,900,4500,900,1951,47.5273
215000,860,6635,860,1952,47.7508
842500,2980,4500,2070,1921,47.6736
850000,2980,4500,2070,1921,47.6736
386000,2740,12413,2740,1990,47.4199
251100,1790,5257,1790,1996,47.3849
435000,1750,16748,1330,1978,47.7421
870000,3610,12811,3610,2000,47.5812
800000,1430,20620,1430,1954,47.6255
555000,1570,15500,1570,1968,47.6916
280000,2280,37500,2280,1932,47.525
356000,940,2366,940,1916,47.6744
675000,2920,6000,2920,2004,47.5333
605000,2260,11900,2260,1976,47.6415
690500,2000,4211,1280,1908,47.6283
437000,1440,4225,1440,2005,47.7143
850000,2310,13430,2310,1966,47.6395
350000,2300,4600,1340,1904,47.5895
480000,1490,6770,1490,1926,47.5577
379500,1830,25641,1830,1989,47.4786
600000,4440,9784,4440,2012,47.4702
1.44E+06,4970,16582,3930,1992,47.5496
303000,1000,1075,840,2007,47.5708
800000,4940,10037,3450,1953,47.5095
549000,1980,6000,1220,1906,47.6809
324950,1560,9600,1210,1964,47.457
170000,870,6537,870,1948,47.4906
178000,840,6500,840,1969,47.3704
144000,1250,8314,1250,1958,47.4522
1.58E+06,3120,20031,1980,1954,47.5389
258000,750,7000,750,1932,47.5655
345000,710,5050,710,1950,47.5194
470000,2290,14800,1620,1965,47.7735
2.90E+06,3750,91681,3750,1925,47.5379
350000,980,7790,980,1969,47.7141
225500,1590,11276,1590,1972,47.3177
473000,940,4000,720,1942,47.6488
279000,1750,9623,1150,1962,47.3997
470000,1460,8227,880,1948,47.7009
565000,1540,4800,770,1925,47.67
695000,2560,6800,1380,1952,47.5506
315000,1660,37642,1660,1991,47.2559
529000,1880,4499,1880,1993,47.5664
750000,3500,101494,3500,1967,47.6745
481500,1840,10500,1840,1993,47.7326
211000,1060,7412,1060,1987,47.3897
455000,1790,7500,1390,1973,47.7321
238950,810,4838,810,1938,47.4909
722500,2600,5100,1820,2003,47.6948
795000,3230,19193,2000,1973,47.5755
327500,2240,9600,2240,1971,47.361
585000,3400,5100,3400,2006,47.3548
775000,3140,10875,1940,1939,47.6656
645000,2780,4200,2780,2001,47.5989
445000,2320,12368,1670,1968,47.7373
257950,1370,5858,1370,1987,47.3815
375000,2230,7560,1230,1959,47.5055
245000,1610,7223,1610,1994,47.3661
725000,3410,41022,3410,1990,47.3228
702000,2810,4922,2810,2005,47.614
330000,1850,14986,1850,1943,47.4837
940000,1790,4800,1790,1912,47.6332
354500,1150,11396,1150,1950,47.7435
279950,2420,8700,2420,1914,47.3109
284000,1580,7034,1180,1989,47.3564
480000,1760,21562,1560,1959,47.7597
647500,1760,21562,1560,1959,47.7597
625000,2750,35000,2750,1993,47.75
152000,920,4875,920,1978,47.3623
322000,960,10181,960,1961,47.7231
445000,1120,4000,870,1916,47.6684
595000,1560,3960,1560,1907,47.5936
165000,1380,7334,980,1981,47.4339
278500,1940,6206,1940,1990,47.3063
517500,1810,10625,1370,1973,47.5322
343566,1100,4200,1100,1954,47.5312
286285,1980,9714,1170,1977,47.3207
474905,1340,6200,1340,1959,47.6214
550000,1680,4800,1400,1960,47.5535
286000,2060,16000,2060,1993,47.2849
900000,2620,7215,1770,1980,47.5836
449950,1610,5159,1610,1985,47.5675
259000,1490,7560,1490,1966,47.3684
340000,1900,8125,1540,1969,47.4564
785000,3440,56192,3440,1994,47.6969
490000,1840,3300,1130,1910,47.6757
344950,2330,6250,1400,1941,47.3782
950000,2250,2975,1880,1905,47.6289
810000,2000,3988,1000,1958,47.5925
998160,3010,16050,1260,1976,47.5643
377000,1680,7389,1150,1979,47.5199
595000,1530,6773,1530,1984,47.6653
313300,970,4800,970,1911,47.5754
360000,1550,5225,1550,1941,47.554
188000,1660,7350,1660,1979,47.3118
755000,3680,203860,3680,1994,47.6903
1.29E+06,3210,4060,2290,1917,47.6801
455000,1480,13280,1480,1940,47.5378
817500,3600,9312,2680,2005,47.6582
550000,1700,1481,1700,2002,47.6598
260000,1680,8725,1240,1978,47.3107
320000,1550,34175,1550,1999,47.4855
1.15E+06,3780,10623,2650,1999,47.5506
362000,2360,7370,1460,1985,47.7201
503500,1810,1750,1350,1997,47.6513
653000,2290,3475,2290,2006,47.5551
760000,3370,12447,3370,1991,47.7309
775000,2090,5050,1090,1916,47.6802
1.34E+06,2130,34689,2130,1955,47.5489
417500,2060,10911,1360,1954,47.7767
525000,1560,9350,1220,1969,47.6729
217000,730,2400,730,1934,47.35
525000,2910,6308,1640,1985,47.7352
442500,2490,8700,1890,1976,47.7397
525000,1710,10440,1710,1955,47.5756
425500,1520,10630,1520,1967,47.7347
710000,2930,218235,2930,1990,47.5481
545000,3160,10948,1930,1991,47.3733
410000,2910,16410,2910,1967,47.44
245000,1700,8100,1200,1980,47.3601
194900,810,6697,810,1923,47.3057
284000,2000,5390,2000,2003,47.3732
280000,1894,52769,1520,1936,47.3088
280000,2080,87991,1040,1970,47.6724
360000,1730,5500,1010,1943,47.5304
405000,720,4323,720,1942,47.6604
865000,3560,13981,3560,2000,47.6002
483300,1210,11100,1210,1955,47.5747
355000,2130,9268,2130,1985,47.262
274950,1570,8767,1180,1990,47.3568
1.93E+06,3950,6134,2880,1998,47.6413
755000,3450,15586,2690,1989,47.4294
1.94E+06,7220,223462,6220,2000,47.7097
309212,1150,9600,1150,1979,47.4434
219950,1500,7615,1150,1984,47.3146
690000,1300,5150,1300,1920,47.6838
250800,1290,4000,1170,1943,47.5309
557500,2510,35255,2510,1994,47.4012
941000,2320,3825,1820,1926,47.6659
3.65E+06,5480,19401,3910,1936,47.6515
305000,2030,8600,1230,1977,47.3942
815000,2060,16110,2060,1949,47.5983
1.02E+06,2920,34527,1800,1954,47.5799
1.24E+06,3330,6990,2330,1928,47.5886
535000,2110,8164,2110,1990,47.5269
775000,1175,10454,1175,1949,47.6388
255000,1590,8670,1590,1994,47.3725
327000,1070,9750,1070,1947,47.7532
560000,2720,8819,2240,1976,47.338
1.34E+06,2980,6349,2980,1998,47.6819
199500,1160,5200,1160,1977,47.3643
760000,3580,97574,3580,2004,47.3901
439000,3020,6000,1980,1994,47.5249
527000,2380,5250,1410,1961,47.6164
199950,2270,13590,1300,1948,47.2099
254000,1660,8188,1660,1988,47.3766
393000,830,5000,830,1921,47.6914
585000,2480,12614,1860,1979,47.7393
450000,1900,7740,1150,1923,47.5227
565000,1670,4008,1670,2005,47.5539
330000,2000,7900,1300,1986,47.4291
870000,2320,65340,2320,1992,47.6106
585000,1860,8117,1460,1966,47.6228
500000,2110,208737,2110,1977,47.2674
225000,1400,7384,1150,1979,47.4655
295000,1400,7384,1150,1979,47.4655
775000,2850,14800,1920,1976,47.559
280000,1370,11050,1370,1981,47.4485
539000,2170,3200,1280,1923,47.6543
567500,2570,14033,2570,1953,47.4335
442500,1970,7902,1310,1960,47.7249
598200,2980,4635,2980,1997,47.5508
610000,2300,10843,2300,1955,47.6988
544900,1990,4936,1990,2004,47.5911
557500,2390,38258,2390,2001,47.7433
532500,2160,7500,1430,1979,47.6188
1.35E+06,3300,15907,3300,1985,47.5413
750000,1840,2825,1040,1920,47.6428
530000,2030,10958,2030,1983,47.7251
346100,1400,2036,1400,2003,47.5516
260000,2320,16800,2320,1977,47.2959
365000,1410,9150,1410,1959,47.5683
615000,1860,42800,930,1983,47.5898
318400,1820,6916,1820,1994,47.3862
498500,1910,7172,1910,1993,47.7615
450000,1540,7490,1540,1971,47.7222
200000,1430,7905,1430,1988,47.2757
234000,1010,8906,1010,1968,47.3627
121800,940,8384,940,1947,47.5065
805000,2600,5875,1600,1929,47.5773
410000,2060,7283,1220,1963,47.7435
475000,1920,4534,1920,1986,47.7144
1.34E+06,2900,21074,2900,1986,47.6696
269000,1020,7920,1020,1947,47.5385
573000,2150,9520,2150,1979,47.6885
330000,1660,2890,1660,2001,47.5434
252750,1230,7410,1230,1944,47.4798
745000,2170,7546,2170,2007,47.7242
280000,1280,7633,1280,1991,47.3883
535000,2240,6920,1380,1974,47.5011
580000,1780,5100,1320,1953,47.6944
301000,1840,7200,1220,1968,47.456
600000,1740,7700,1740,1968,47.6259
538900,3040,6604,3040,2005,47.548
366000,2370,4375,2370,2006,47.354
303000,2100,6783,2100,2003,47.3504
432000,1470,1578,1090,2007,47.5388
300000,1300,6120,820,1945,47.5088
908800,3420,7826,2430,1939,47.5873
500000,1190,4750,970,1940,47.6726
254000,2080,16117,1740,1959,47.3424
470000,2180,4268,1340,1924,47.6848
480000,1460,7860,1460,1967,47.6233
536000,1530,8503,1150,1983,47.6872
1.35E+06,4740,8611,3640,2006,47.5375
550000,1980,40887,1980,1980,47.6478
260000,1710,6400,1240,1976,47.3036
284900,1160,982,890,2006,47.7675
740000,2200,3000,1530,2002,47.6451
425000,1170,5000,1030,1920,47.5449
230000,1120,7500,1120,1965,47.5112
675000,1710,4000,1710,1926,47.5714
267500,1650,7807,1650,1986,47.3514
814000,2840,8820,1420,1952,47.5542
1.25E+06,3310,217800,3310,1989,47.6616
460000,1860,7232,1320,1985,47.7165
445000,2250,9608,2250,1994,47.4865
715000,2890,7027,2890,2004,47.6111
425000,2120,5992,1060,1947,47.7083
370000,2130,4750,2130,2009,47.4324
302000,1170,8200,780,1937,47.3263
453000,2120,7420,1060,1956,47.6019
290000,1280,10716,1280,1969,47.4755
1.04E+06,3170,47502,3170,1988,47.6495
925000,2260,41984,2260,1967,47.6622
600000,2930,19876,2030,1993,47.7443
354000,1060,5750,1060,1981,47.5512
204950,1740,9344,1180,1978,47.3196
675000,2990,5400,2990,2005,47.6122
995000,3530,20012,3530,1986,47.7193
800000,2960,10960,1500,1957,47.6162
472500,1650,3711,1650,1996,47.6863
549950,2720,13500,1510,1969,47.6191
575575,1516,2897,998,1925,47.6842
545000,4386,12275,2356,2006,47.3329
340000,2580,7434,1630,1963,47.7446
225000,960,5512,960,1963,47.4944
299950,1460,10506,1460,1983,47.4048
829900,3840,4000,2640,2001,47.6642
340000,2090,4200,2090,2007,47.3659
515000,2470,7800,1470,1975,47.6913
601000,2090,6906,2090,1992,47.5718
470000,2070,8581,2070,1994,47.5101
371500,1650,6400,980,1954,47.52
550000,1880,45738,1410,1980,47.7662
242550,2060,7720,2060,1995,47.2956
367500,1410,9647,1410,1961,47.7608
359000,2770,8763,2100,1996,47.2625
204900,1390,8245,1390,1984,47.2669
850000,5440,239580,2720,1969,47.354
187000,1280,4452,1280,1985,47.3344
326000,1720,28000,1720,1958,47.4375
340000,1720,28000,1720,1958,47.4375
330000,3040,28535,1890,1951,47.3864
782000,3780,7769,3110,2001,47.691
612000,2670,5974,2670,1999,47.7122
400000,1350,7216,1350,1964,47.7616
941500,3490,9680,2460,1980,47.7757
313000,870,747,800,2004,47.6967
735000,2410,4250,1460,1929,47.6849
471000,1640,10123,1340,1977,47.7698
350000,1540,9800,1540,1950,47.7604
530000,2370,9601,1570,1976,47.5327
415000,1830,9548,1830,1991,47.7379
639500,2330,8994,2330,1986,47.7264
580379,2240,27820,2240,1976,47.5936
378000,1700,2513,1700,2009,47.5163
265000,1750,9298,1410,1969,47.4579
212000,1100,9750,1100,1967,47.2955
400000,2320,13068,2320,1998,47.3497
750000,2540,6491,2540,1997,47.6363
384900,3090,12750,1750,1968,47.3408
176000,770,5200,770,1969,47.3627
350000,2370,4632,2370,2002,47.3794
168000,1200,7210,1200,1977,47.3729
358000,2200,3060,1100,1908,47.565
580000,2660,32757,2660,1975,47.7649
442500,1600,10280,1050,1977,47.725
515000,1330,1249,1330,2004,47.6668
554000,3440,12900,1720,1958,47.4426
659000,2510,6320,2510,1996,47.5868
414999,2150,10098,1090,1963,47.7166
275000,1180,10277,1180,1983,47.488
193000,680,8640,680,1951,47.4559
525000,2840,4750,2840,2002,47.4511
424000,1820,7500,1820,1985,47.7155
455000,1070,5150,870,1908,47.6853
463000,1250,5650,1250,1943,47.5495
1.10E+06,2190,6300,1240,1960,47.6918
523000,3000,5413,1900,1963,47.6962
615000,2270,9830,2270,1959,47.5999
1.52E+06,4500,11795,4500,1991,47.5533
870000,3400,5000,2320,1900,47.6655
710000,2830,9680,2830,1991,47.6249
215000,960,9563,960,1967,47.2864
590000,1530,6450,1530,1920,47.6833
323000,2500,13034,1300,1962,47.3343
279000,1560,7569,1560,1966,47.4496
535100,2070,7207,1720,1973,47.7735
830000,2710,19800,1910,1959,47.5958
815000,3150,4203,3150,2002,47.688
535900,1880,10880,1480,1975,47.5937
230000,1250,8800,1250,1955,47.497
325500,2290,8142,1490,1969,47.4564
359000,1990,4331,1990,1997,47.4917
505000,2100,5824,2100,1999,47.5334
253905,940,8400,940,1958,47.5112
369950,1640,4860,1200,1965,47.7125
350000,1860,8378,1860,1995,47.3875
650000,2100,2500,2100,2001,47.6726
295000,1500,15246,1500,1925,47.4367
620000,1680,28046,1180,1948,47.7648
2.00E+06,3900,920423,3900,2009,47.5371
246000,1400,7410,1400,1944,47.4798
430000,2600,12860,1350,1965,47.695
509990,1440,4859,1440,1921,47.5503
490000,1870,9500,1090,1962,47.7012
385000,2960,10454,2360,1979,47.4006
769000,2440,6733,2440,1999,47.6374
185000,1122,9100,1122,1960,47.328
303500,1060,10464,1060,1973,47.7313
468000,2150,8165,1430,1957,47.773
449950,3100,10000,3100,1978,47.3741
235000,880,1805,880,1999,47.7064
520000,2490,34947,2150,1985,47.4823
203000,1080,9067,1080,1951,47.4815
657000,2530,10190,1290,1960,47.616
275000,1200,7800,1200,1954,47.5196
540000,2850,7453,2850,1991,47.7439
455000,2950,4502,2950,2005,47.5002
458500,1160,6828,860,1941,47.6937
549900,3420,4751,3420,2003,47.4734
750000,2240,10578,1550,1923,47.6954
235000,1450,8891,1180,1962,47.478
286000,1820,7930,1820,1989,47.359
2.65E+06,4700,13730,3500,1958,47.6899
602000,2430,14000,1580,1963,47.6554
640000,1960,4080,1960,1915,47.6768
267000,1440,10920,1440,1977,47.3812
712000,2730,4385,2730,2001,47.5975
244500,910,9000,910,1923,47.526
301000,910,9000,910,1923,47.526
990000,2430,6325,2020,1919,47.6413
739999,3350,6500,3350,1999,47.5838
480000,2320,4322,1140,1910,47.5755
305000,1260,1622,1260,2009,47.7325
703300,1980,3525,1590,1932,47.6847
265000,1580,8468,1580,1971,47.3336
600000,2710,35009,2710,1992,47.4815
253000,1400,9750,1400,1968,47.3862
617950,2410,7950,2410,1997,47.7185
